user_id,movie_id,rating,timestamp
4,152,3.0,2022-10-12
4,127,2.5,2023-05-01
4,38,3.5,2023-06-16
4,43,2.5,2021-02-04
4,138,2.5,2022-07-26
4,79,3.0,2020-08-07
4,200,3.0,2020-10-04
4,163,3.0,2021-09-15
4,185,2.0,2020-01-14
4,55,4.0,2022-03-21
4,47,3.0,2021-11-11
4,3,3.0,2023-06-24
4,158,3.5,2022-02-17
4,228,3.0,2021-11-05
4,139,2.5,2022-06-20
4,53,3.0,2021-11-16
4,68,3.0,2022-05-31
4,45,3.5,2023-08-26
4,221,4.0,2023-05-02
4,230,3.0,2020-10-05
4,286,5.0,2021-09-07
4,285,3.0,2021-10-18
4,263,3.0,2023-05-20
4,209,3.5,2023-11-24
4,14,2.0,2021-02-15
4,46,4.0,2022-09-08
4,182,3.0,2021-10-05
4,48,4.0,2020-12-29
4,167,3.5,2022-03-26
4,198,4.5,2021-10-15
4,7,2.0,2021-08-19
4,150,3.0,2023-11-24
4,212,2.0,2023-07-20
4,199,2.5,2022-10-02
4,287,3.0,2023-03-25
4,125,3.0,2021-05-11
4,293,4.0,2021-10-29
4,267,2.5,2022-02-09
4,87,4.5,2021-07-28
4,72,3.5,2022-03-15
4,155,5.0,2022-01-17
4,253,4.0,2020-08-21
4,75,2.0,2023-02-28
5,282,2.0,2020-08-04
5,14,3.0,2020-01-22
5,237,2.5,2020-07-20
5,108,4.0,2021-06-13
5,225,3.0,2021-03-30
5,150,2.5,2022-11-11
5,36,2.0,2022-11-28
5,210,1.5,2023-02-16
5,256,2.5,2023-04-03
5,72,3.0,2023-11-09
5,156,2.5,2023-03-24
5,124,2.0,2021-03-28
5,130,2.5,2022-07-01
5,79,3.0,2022-02-05
5,217,2.0,2022-03-12
5,194,2.5,2022-08-06
5,38,2.5,2023-10-23
5,230,2.0,2023-04-20
5,246,3.0,2023-11-15
5,299,3.0,2022-10-21
5,206,5.0,2020-11-04
5,274,4.0,2021-12-07
5,260,2.5,2020-02-20
5,215,2.0,2022-09-15
5,279,3.0,2020-08-02
5,19,4.5,2021-08-28
5,185,3.0,2022-05-01
5,275,5.0,2020-06-24
5,44,4.0,2020-08-25
5,56,3.5,2024-02-04
5,128,3.0,2020-10-17
5,182,3.0,2021-12-14
5,86,2.5,2021-09-30
5,23,3.0,2021-12-03
5,289,3.0,2022-07-21
5,205,2.5,2021-02-27
5,170,2.5,2022-12-03
5,221,3.5,2022-09-16
6,164,4.0,2021-01-18
6,35,1.5,2021-10-06
6,154,3.0,2022-07-12
6,23,1.5,2023-06-22
6,59,2.5,2020-04-19
6,12,4.0,2022-01-05
6,176,2.5,2020-01-20
6,56,2.0,2022-09-19
6,85,3.0,2020-10-06
6,125,3.0,2021-02-03
6,265,3.0,2022-02-25
6,90,2.5,2023-02-24
6,283,2.5,2022-11-01
6,82,3.0,2023-08-30
6,170,4.0,2022-10-10
6,287,4.0,2022-04-17
6,219,1.5,2023-11-03
6,237,2.5,2022-10-04
6,119,3.0,2022-05-01
6,208,4.0,2023-12-25
6,95,2.0,2022-06-28
6,96,3.5,2022-09-27
6,222,3.0,2020-12-08
6,203,4.0,2020-06-18
6,15,3.0,2023-03-03
6,102,2.5,2020-03-04
6,231,2.5,2021-03-27
6,220,3.0,2021-08-21
6,200,3.5,2020-03-07
6,3,3.0,2021-07-16
6,110,2.5,2021-04-05
6,106,4.0,2023-01-06
6,143,5.0,2021-08-14
6,33,4.0,2020-12-10
6,296,1.5,2022-07-25
6,53,4.0,2023-03-04
6,275,3.5,2022-10-11
6,188,2.0,2023-01-30
6,167,4.0,2022-11-12
6,101,3.0,2020-08-19
6,235,2.0,2023-03-18
6,135,3.5,2020-08-21
6,251,1.0,2021-07-02
6,271,2.0,2023-01-17
6,161,2.5,2022-01-21
6,199,2.0,2023-01-15
6,201,3.5,2020-03-26
6,179,1.5,2024-01-12
6,181,3.0,2022-06-22
6,89,3.5,2023-01-23
6,153,4.5,2021-03-23
6,44,2.5,2022-05-20
6,69,3.5,2020-07-28
6,61,2.5,2023-08-31
6,123,2.0,2021-05-21
6,157,4.0,2021-09-01
6,60,2.5,2020-03-07
6,94,2.0,2022-07-10
6,192,3.5,2021-06-22
6,73,2.5,2021-12-14
6,262,3.5,2020-06-27
6,215,3.0,2022-06-18
6,71,3.5,2020-08-28
6,295,3.0,2021-04-30
6,197,4.0,2021-03-05
6,217,1.5,2023-04-19
6,250,3.5,2023-11-12
6,276,4.0,2021-12-19
6,285,3.0,2023-12-26
6,86,3.0,2023-06-03
6,148,3.5,2023-07-19
6,72,2.5,2022-05-26
7,106,2.0,2020-01-06
7,31,3.0,2024-02-09
7,292,3.0,2020-07-09
7,180,3.0,2024-02-05
7,273,3.0,2022-07-27
7,144,3.0,2023-07-24
7,276,3.0,2023-09-22
7,87,3.0,2023-11-29
7,166,2.0,2022-01-03
7,150,2.5,2020-05-09
7,149,4.0,2022-12-30
7,294,4.0,2022-03-25
7,137,2.5,2021-03-22
7,264,2.5,2022-05-29
7,49,3.5,2021-03-09
7,70,2.0,2022-10-10
7,211,3.0,2021-07-03
7,142,2.5,2021-10-23
7,65,2.5,2021-08-03
7,68,3.5,2021-11-22
7,128,3.0,2023-01-25
7,75,3.0,2023-03-29
7,165,3.5,2020-09-24
7,127,3.5,2023-03-05
7,202,4.0,2022-09-20
7,251,2.5,2021-12-04
7,73,3.0,2023-10-29
7,296,2.5,2020-04-09
7,138,2.5,2020-04-04
7,213,3.0,2020-07-22
7,193,3.0,2023-07-06
7,232,4.0,2022-07-30
7,39,2.0,2020-02-03
7,48,3.0,2020-09-11
7,207,5.0,2020-11-19
7,143,3.0,2022-06-22
7,189,3.0,2022-07-23
7,233,3.0,2020-01-02
7,250,2.5,2022-05-26
7,168,2.0,2021-02-18
7,298,2.5,2023-11-11
8,82,2.0,2020-10-13
8,141,3.0,2021-05-22
8,48,2.5,2021-07-21
8,185,2.0,2023-08-13
8,129,2.5,2020-06-21
8,43,3.5,2021-05-23
8,191,2.5,2023-02-07
8,85,3.0,2023-05-15
8,27,2.5,2023-05-13
8,203,2.5,2024-01-16
8,157,2.5,2023-05-29
8,120,2.5,2021-08-06
8,220,3.5,2023-11-15
8,47,2.5,2020-02-24
8,49,2.0,2023-09-10
8,1,3.0,2021-09-09
8,110,2.5,2021-02-24
8,245,3.5,2022-11-26
8,40,3.5,2023-05-27
8,68,3.0,2022-11-09
8,116,2.5,2021-01-21
8,266,3.5,2022-03-13
8,228,2.0,2021-08-28
8,5,2.5,2023-08-16
8,176,2.5,2020-04-21
8,62,3.0,2021-05-05
8,217,2.0,2022-10-10
8,37,3.0,2022-03-01
8,118,3.5,2020-08-18
8,197,3.5,2021-05-08
8,46,3.0,2022-10-20
8,53,4.0,2023-07-30
8,161,2.5,2023-05-01
8,189,2.5,2020-05-25
8,154,3.5,2022-12-17
8,71,3.5,2020-01-25
8,196,2.0,2022-01-09
8,69,2.5,2021-10-10
8,74,3.0,2020-09-27
8,36,4.5,2022-03-03
8,272,3.0,2023-03-10
8,289,4.0,2022-05-11
8,226,2.0,2022-01-18
8,180,3.0,2023-01-23
8,78,3.5,2023-10-30
8,211,5.0,2020-12-19
8,227,2.0,2022-08-22
8,112,2.0,2020-05-29
8,45,3.0,2020-02-04
8,52,2.0,2023-04-17
8,72,2.5,2020-05-18
8,64,2.0,2020-01-29
8,162,3.5,2021-06-20
9,260,3.5,2020-03-31
9,147,3.5,2020-01-26
9,257,3.0,2021-05-15
9,213,2.5,2020-04-04
9,217,3.0,2022-08-24
9,206,3.0,2022-01-15
9,43,2.5,2022-02-23
9,275,3.5,2020-11-03
9,276,4.0,2021-01-01
9,79,2.5,2020-03-13
9,143,1.5,2023-02-06
9,159,3.5,2024-01-02
9,41,2.5,2023-09-04
9,262,3.5,2022-05-08
9,105,1.5,2021-04-04
9,80,2.0,2021-10-21
9,168,2.5,2021-05-23
9,201,2.5,2022-05-02
9,34,2.5,2024-01-15
9,224,3.0,2021-10-17
9,123,2.0,2021-07-09
9,30,2.5,2020-06-08
9,126,2.5,2023-03-16
9,45,4.0,2022-02-02
9,223,3.0,2020-09-01
9,60,2.0,2022-10-25
9,233,2.5,2023-10-10
9,29,3.5,2020-04-17
9,90,3.0,2021-01-02
9,62,2.0,2021-04-02
9,7,4.5,2022-11-22
9,71,2.5,2020-04-04
9,6,3.5,2022-04-01
9,84,2.5,2020-05-21
9,255,4.0,2022-08-10
9,178,3.5,2021-08-01
9,268,2.5,2021-09-28
9,265,4.0,2021-11-01
9,133,4.0,2020-06-25
9,86,3.5,2023-02-06
9,191,2.0,2022-07-24
9,65,3.0,2020-01-17
9,138,3.0,2022-01-25
9,61,2.5,2021-02-14
9,16,2.0,2021-08-20
9,172,1.5,2023-02-28
9,220,3.5,2021-09-14
9,140,3.0,2023-06-29
9,269,3.5,2021-05-11
9,33,2.5,2022-08-08
9,135,3.5,2022-01-24
9,296,2.0,2023-04-26
9,40,1.5,2022-10-07
9,234,2.5,2021-02-04
9,185,3.0,2024-02-09
9,256,3.5,2023-01-24
9,291,1.5,2021-05-17
9,189,2.5,2020-11-04
9,81,2.5,2020-01-14
9,131,3.0,2022-04-19
9,53,3.5,2020-02-18
9,294,2.0,2021-04-22
9,117,3.0,2023-01-14
9,261,3.0,2021-12-10
9,2,4.5,2023-07-26
10,158,3.0,2020-04-10
10,54,3.0,2023-10-18
10,106,3.0,2021-09-04
10,272,3.0,2021-06-16
10,122,2.0,2020-12-22
10,215,3.5,2020-03-04
10,252,3.0,2022-04-08
10,31,3.0,2022-07-15
10,73,2.0,2023-02-12
10,144,5.0,2023-01-31
10,48,2.5,2021-05-26
10,23,2.0,2020-07-12
10,119,2.5,2022-08-04
10,267,3.5,2020-07-27
10,212,3.5,2020-10-13
10,191,3.0,2020-09-05
10,235,3.0,2020-01-25
10,44,2.5,2020-05-06
10,298,2.5,2021-03-31
10,49,2.5,2020-09-24
10,259,2.0,2021-02-09
10,69,2.5,2022-03-31
10,202,3.5,2022-02-01
10,39,4.5,2023-11-06
10,291,3.5,2023-07-14
10,32,3.0,2023-08-13
10,223,3.0,2020-06-21
10,67,4.5,2023-04-07
10,150,4.0,2023-04-15
10,134,2.5,2021-06-14
10,162,3.0,2020-06-02
10,168,3.5,2020-02-14
10,163,2.5,2020-05-12
10,232,2.0,2021-02-08
10,140,1.5,2023-08-15
10,120,2.0,2022-06-27
10,104,3.0,2020-09-20
10,70,4.5,2020-07-07
10,300,3.0,2021-11-10
10,56,3.5,2020-09-07
10,80,3.5,2020-03-28
10,55,4.5,2022-08-02
10,85,3.0,2020-04-13
10,231,3.5,2020-12-10
10,239,4.0,2023-03-21
10,161,2.0,2022-06-06
10,209,2.5,2024-01-23
10,62,2.0,2022-03-19
10,275,2.0,2022-10-13
10,184,3.0,2020-03-01
10,107,3.5,2022-02-22
10,238,2.0,2023-10-31
10,136,3.0,2022-05-23
10,47,3.0,2020-12-19
10,81,4.0,2021-12-25
10,156,3.0,2021-03-15
10,21,3.0,2021-01-18
10,111,2.5,2021-07-17
10,76,3.0,2021-07-27
10,128,3.0,2022-07-02
10,183,2.5,2020-10-31
10,203,2.5,2020-03-11
10,263,3.0,2023-06-11
11,211,3.0,2020-11-18
11,282,3.0,2024-02-08
11,246,3.0,2022-06-13
11,32,4.0,2023-08-02
11,45,2.5,2022-09-24
11,144,3.0,2023-08-22
11,197,2.5,2021-10-11
11,71,4.0,2020-12-22
11,215,2.0,2023-12-19
11,103,3.0,2023-02-24
11,270,2.0,2023-11-21
11,128,1.5,2023-06-10
11,279,2.5,2021-12-31
11,10,3.5,2021-04-02
11,196,3.0,2023-09-25
11,184,3.0,2023-04-21
11,249,4.0,2020-12-25
11,177,1.5,2022-02-13
11,290,2.5,2021-09-20
11,258,3.0,2023-11-11
11,165,2.0,2021-08-26
11,199,3.5,2020-09-17
11,139,2.0,2020-12-29
11,93,3.5,2024-02-01
11,14,5.0,2020-01-04
11,164,2.5,2023-12-08
11,113,4.0,2023-03-19
11,16,3.0,2022-03-12
11,30,4.5,2023-03-08
11,242,3.5,2020-03-07
11,272,2.0,2021-01-07
11,300,2.0,2023-05-18
11,120,3.0,2021-10-13
11,82,2.5,2023-06-06
11,52,3.5,2021-03-28
11,127,2.0,2023-08-02
11,124,4.5,2023-03-04
11,137,2.5,2020-08-01
11,274,4.0,2022-10-13
11,29,3.5,2020-10-15
11,295,3.0,2021-11-09
11,182,2.5,2020-06-08
11,89,3.0,2021-05-02
11,91,2.5,2021-12-11
11,122,4.5,2021-10-16
11,163,2.5,2020-12-09
11,15,3.5,2023-07-26
11,181,4.0,2020-06-30
11,291,3.0,2023-12-22
11,289,2.5,2023-10-04
11,73,3.5,2023-08-01
11,97,2.5,2024-02-02
11,253,2.5,2021-11-18
11,278,2.0,2022-07-03
11,159,2.5,2020-01-24
11,90,3.5,2021-06-27
11,252,2.5,2021-03-05
11,20,4.5,2021-05-26
11,47,3.5,2023-11-20
11,11,3.5,2020-05-18
11,245,5.0,2021-12-18
11,1,2.0,2021-06-09
11,170,3.5,2020-08-09
11,104,3.0,2024-01-15
11,67,1.5,2020-01-03
11,175,4.0,2020-04-08
11,166,3.0,2022-03-01
11,31,2.5,2022-06-16
11,12,3.0,2024-02-09
11,76,4.0,2022-05-09
11,57,2.5,2020-12-06
11,187,2.5,2022-04-27
11,38,2.5,2022-10-06
11,192,2.0,2022-02-14
11,203,3.0,2021-12-20
11,173,3.0,2023-01-23
11,155,5.0,2022-02-07
11,70,3.0,2020-07-26
12,84,3.0,2020-01-08
12,232,3.0,2022-05-25
12,38,3.0,2020-06-28
12,18,2.5,2021-08-26
12,151,2.5,2023-09-17
12,11,2.0,2023-07-04
12,164,3.0,2023-05-14
12,134,3.0,2022-09-10
12,54,3.0,2021-02-12
12,176,3.0,2020-07-17
12,88,3.0,2020-02-22
12,193,4.5,2021-02-27
12,83,3.5,2020-12-15
12,39,4.5,2023-07-31
12,281,2.0,2021-08-20
12,48,2.0,2020-06-16
12,174,1.5,2022-08-27
12,248,3.5,2020-08-24
12,16,4.0,2021-09-23
12,221,3.5,2022-03-25
12,85,3.0,2022-08-22
12,223,3.0,2022-09-28
12,81,5.0,2023-09-15
12,28,2.5,2021-06-26
12,52,2.5,2020-07-05
12,170,3.0,2023-08-07
12,106,3.0,2023-01-19
12,98,2.5,2022-03-04
12,210,2.0,2021-01-13
12,284,3.0,2022-01-29
12,277,4.5,2022-02-20
12,136,3.5,2022-01-26
12,145,3.5,2021-01-17
12,153,2.5,2022-07-01
12,122,2.0,2020-04-01
12,50,2.5,2021-06-23
12,26,3.5,2022-06-19
12,202,3.5,2022-08-10
12,293,2.5,2021-06-23
12,282,3.5,2021-04-08
12,252,3.5,2021-07-04
12,79,2.5,2023-03-01
12,185,2.0,2020-05-06
13,44,1.5,2021-01-29
13,177,3.0,2020-09-15
13,278,3.5,2020-03-28
13,212,2.0,2022-05-17
13,117,2.0,2020-06-09
13,284,3.5,2023-10-31
13,32,3.5,2022-06-10
13,199,2.5,2021-02-17
13,268,1.5,2023-07-08
13,215,3.5,2020-10-29
13,275,2.5,2023-05-03
13,244,1.0,2021-06-12
13,294,2.5,2021-10-16
13,121,2.5,2024-01-29
13,154,4.0,2020-05-17
13,41,3.5,2020-06-27
13,203,3.5,2022-03-05
13,18,2.5,2023-02-13
13,258,2.0,2022-03-24
13,293,5.0,2023-02-04
13,265,2.5,2021-10-29
13,76,2.5,2021-07-19
13,62,4.5,2022-11-30
13,230,2.5,2022-07-27
13,89,2.5,2020-01-26
13,86,2.5,2023-12-05
13,109,3.0,2023-06-30
14,77,2.5,2022-10-31
14,76,3.0,2022-03-23
14,291,2.0,2023-07-25
14,299,2.5,2020-09-10
14,52,2.5,2023-10-27
14,55,3.5,2020-03-03
14,289,2.0,2021-05-10
14,147,5.0,2022-02-01
14,275,4.0,2022-09-28
14,177,2.5,2023-05-01
14,211,3.5,2022-07-02
14,136,2.5,2020-12-29
14,197,2.0,2022-08-29
14,249,2.0,2023-04-16
14,293,3.0,2023-02-03
14,243,3.5,2021-12-17
14,20,4.0,2021-12-06
14,89,3.5,2020-11-30
14,142,3.0,2021-06-13
14,207,2.0,2023-11-11
14,74,3.0,2020-07-04
14,206,4.5,2021-08-06
14,203,2.0,2020-02-26
14,170,3.0,2022-03-02
14,122,2.5,2020-04-11
14,26,3.5,2020-11-29
14,244,3.0,2023-03-17
14,138,4.0,2021-03-14
14,191,2.5,2021-03-29
14,11,3.5,2023-08-18
14,173,3.0,2021-04-06
14,156,3.0,2023-10-19
14,160,4.0,2021-02-27
14,144,2.5,2021-07-05
14,252,3.5,2023-08-27
14,51,2.0,2022-04-18
14,117,3.0,2022-11-17
14,69,4.5,2020-02-11
14,154,3.0,2023-10-29
14,227,4.0,2020-01-19
14,165,2.0,2022-08-28
14,214,2.0,2020-09-27
14,46,1.5,2023-08-18
14,97,4.0,2020-12-20
14,109,3.5,2023-05-16
14,209,4.5,2020-01-18
14,265,3.0,2021-04-03
14,192,5.0,2021-05-31
14,29,3.5,2023-05-30
14,264,3.5,2021-09-17
14,82,3.0,2023-12-30
14,34,3.5,2023-12-23
14,260,2.5,2023-08-09
14,70,4.0,2021-07-17
14,269,4.5,2022-05-17
14,292,2.5,2022-02-10
14,15,3.5,2021-12-15
14,99,3.5,2022-07-29
14,103,3.5,2021-05-31
14,30,1.5,2021-03-22
14,128,2.5,2022-08-13
14,17,4.0,2021-09-10
14,234,2.5,2023-10-18
14,185,3.5,2022-12-02
14,102,2.5,2023-07-01
14,141,3.0,2022-03-24
14,189,3.0,2023-04-12
14,238,3.0,2020-07-28
15,288,2.5,2020-09-02
15,145,3.0,2023-10-26
15,153,3.0,2022-02-20
15,56,1.5,2022-12-21
15,247,3.0,2021-09-03
15,33,3.0,2022-04-26
15,173,3.5,2020-04-20
15,142,3.0,2020-11-04
15,167,3.5,2020-10-08
15,134,3.0,2021-02-14
15,97,1.5,2021-12-02
15,77,2.0,2022-04-18
15,265,2.0,2023-03-12
15,124,2.5,2022-07-26
15,30,3.0,2020-10-20
15,207,2.0,2021-10-09
15,164,2.5,2024-01-05
15,72,2.0,2021-01-04
15,14,2.0,2020-06-14
15,255,2.5,2022-09-25
15,152,2.0,2021-11-12
15,133,2.0,2023-07-16
15,215,2.0,2020-12-28
15,208,3.0,2021-10-03
15,199,2.0,2023-07-23
15,19,5.0,2020-04-28
15,299,3.0,2020-01-10
15,293,3.5,2022-07-14
15,98,2.0,2021-07-14
15,176,3.0,2021-03-04
15,114,2.5,2020-12-11
15,274,4.5,2023-03-26
15,244,4.0,2020-11-20
15,184,3.5,2022-09-29
15,260,4.0,2020-06-29
15,154,3.0,2020-09-22
15,88,2.5,2023-06-12
15,286,4.5,2022-06-07
15,93,2.0,2023-07-21
15,151,3.5,2022-05-29
15,50,3.0,2022-04-06
15,242,3.0,2022-05-28
15,66,3.0,2022-09-04
15,287,3.0,2022-02-24
15,94,3.0,2020-01-10
15,172,2.5,2020-03-18
15,46,2.0,2022-12-29
15,182,2.5,2021-02-12
15,115,2.5,2024-02-05
15,158,3.0,2022-02-03
15,216,3.5,2020-01-29
15,170,2.5,2021-10-21
15,191,3.0,2022-12-23
15,300,3.0,2021-01-25
15,238,4.0,2020-02-06
15,61,3.0,2023-10-17
15,241,3.0,2020-01-09
15,28,3.0,2023-07-07
15,298,4.5,2021-05-24
15,37,2.5,2021-04-08
15,100,3.0,2023-11-21
15,257,3.5,2021-12-06
16,157,3.0,2022-11-13
16,86,3.5,2020-06-02
16,34,3.0,2024-01-21
16,24,3.0,2024-01-21
16,153,2.5,2020-07-26
16,149,4.0,2021-06-08
16,234,3.5,2023-08-12
16,267,2.5,2021-04-18
16,269,3.0,2022-07-24
16,173,3.0,2021-08-29
16,223,2.5,2021-06-24
16,69,2.5,2022-08-08
16,176,2.5,2020-04-12
16,251,2.5,2020-07-23
16,184,3.5,2020-12-23
16,97,2.5,2020-03-21
16,85,3.5,2021-08-18
16,207,3.0,2022-01-07
16,10,2.5,2023-10-18
16,117,3.0,2021-10-02
16,115,3.5,2022-05-22
16,68,3.5,2020-08-25
16,109,3.0,2020-07-13
16,12,2.5,2020-04-03
16,259,3.0,2020-01-20
16,87,4.0,2020-10-10
16,64,3.5,2023-09-20
16,188,4.0,2023-08-18
16,20,2.5,2020-12-15
16,193,3.5,2021-11-04
16,131,4.0,2022-01-02
16,274,3.5,2022-06-15
16,25,2.5,2023-06-27
16,56,3.5,2021-07-03
16,11,3.5,2020-07-09
16,60,2.5,2022-02-02
16,214,2.5,2021-12-02
16,228,4.0,2021-01-09
16,195,3.5,2020-08-21
16,281,2.0,2022-03-31
16,130,3.0,2022-03-30
16,243,3.0,2022-07-23
16,79,2.5,2021-07-10
16,106,2.5,2022-02-28
16,5,4.5,2023-11-13
16,155,2.0,2022-09-06
16,216,4.0,2022-05-13
16,52,2.5,2023-08-21
16,139,2.5,2020-12-07
16,71,4.0,2020-08-19
16,215,2.0,2020-09-28
16,54,3.0,2023-11-26
16,262,3.5,2024-01-27
16,61,4.0,2020-04-30
16,145,3.0,2020-11-22
16,59,4.0,2020-07-31
16,55,2.0,2022-05-02
16,255,3.0,2023-04-24
16,102,2.0,2022-09-15
16,103,2.5,2023-03-11
16,135,2.0,2023-10-21
16,268,3.5,2022-06-16
16,104,4.5,2021-01-06
16,210,2.5,2023-06-05
16,152,2.0,2022-02-16
16,83,3.0,2022-01-04
16,21,2.5,2023-06-06
16,107,3.0,2020-02-29
16,247,2.5,2023-11-02
16,170,1.5,2024-01-29
16,121,3.5,2020-09-24
16,2,4.5,2022-09-16
16,7,2.0,2022-09-26
16,46,2.5,2020-08-19
16,57,3.5,2022-04-22
16,294,3.5,2022-06-21
16,253,4.0,2020-04-04
16,77,4.0,2020-05-09
16,47,2.5,2021-06-19
17,174,3.0,2020-07-29
17,266,2.5,2022-04-06
17,268,3.0,2022-04-24
17,49,2.5,2020-03-14
17,222,3.5,2023-02-15
17,128,3.0,2023-01-29
17,247,2.5,2020-01-01
17,178,2.5,2020-07-05
17,198,3.5,2023-05-22
17,77,4.0,2023-06-21
17,286,2.5,2023-07-29
17,28,3.0,2021-09-15
17,6,4.0,2022-11-07
17,81,3.0,2023-02-25
17,259,3.5,2021-02-27
17,241,3.0,2023-09-02
17,254,3.5,2023-10-07
17,85,3.0,2022-07-23
17,39,3.5,2021-11-29
17,252,4.0,2022-01-14
17,165,3.0,2020-04-21
17,124,4.0,2021-04-01
17,170,4.0,2022-07-19
17,143,3.5,2021-11-10
17,26,3.0,2023-02-21
17,260,4.5,2023-06-23
17,115,3.5,2023-05-13
17,282,3.5,2022-08-26
17,194,3.0,2024-01-07
17,207,3.0,2023-09-07
17,121,2.5,2022-01-14
17,41,2.5,2024-01-06
17,236,5.0,2022-07-15
17,228,2.5,2020-08-21
17,294,2.5,2020-07-18
17,230,2.0,2023-09-11
17,46,3.0,2021-03-30
17,256,3.0,2020-01-05
17,229,4.0,2021-11-30
17,162,2.5,2021-12-28
17,61,4.5,2023-07-21
17,255,2.5,2021-08-20
17,10,5.0,2023-01-26
18,253,3.5,2022-10-29
18,72,3.0,2022-02-26
18,210,4.0,2022-05-07
18,55,3.5,2023-06-01
18,131,2.5,2023-11-19
18,101,3.5,2021-05-23
18,97,4.0,2021-07-14
18,62,3.0,2022-03-25
18,202,2.5,2021-12-03
18,111,3.0,2021-08-25
18,235,4.0,2022-07-16
18,98,2.5,2020-09-30
18,174,3.0,2020-10-09
18,56,3.5,2022-04-25
18,213,4.5,2023-05-18
18,24,3.5,2023-12-04
18,64,3.0,2022-11-15
